conversion_flag,user_pseudo_id,device_category,operating_system,platform,city,browser,traffic_source,device_brand,cnt_page_views,cnt_sessions,cnt_site_search,cnt_download,cnt_form_step,cnt_form_step_life_plan,cnt_form_step_income_protection,cnt_form_step_duty_of_disclosure,cnt_form_step_personal_details,cnt_form_step_additional_information,cnt_form_step_assessment_summary,cnt_form_step_policy_owner_details,cnt_form_step_commencement_commissions,cnt_form_step_policy_declaration,cnt_form_step_medical_consent,cnt_form_step_submission_instructions,cnt_form_step_submit_application,cnt_form_step_standalone_ci
0,1658280290.1743502884,mobile,Android,WEB,Surakarta,Android Webview,(none),Infinix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1153451798.1743044760,desktop,Macintosh,WEB,Perth,Chrome,organic,Apple,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1932574319.1743505067,desktop,Macintosh,WEB,Melbourne,Chrome,organic,Apple,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940162546.1741752905,desktop,Windows,WEB,Sydney,Chrome,organic,Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2021856535.1743491924,desktop,Windows,WEB,Perth,Chrome,organic,Google,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1039373977.1743464355,desktop,Windows,WEB,Sydney,Chrome,referral,Google,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,460031606.1743461266,mobile,iOS,WEB,Gold Coast,Safari,(none),Apple,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,437716599.1743465886,mobile,iOS,WEB,Central Coast,Safari,(none),Apple,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140611163.1713504205,desktop,Macintosh,WEB,Sydney,Edge,organic,Apple,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2028965720.1711405684,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,10,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2049590327.1743470494,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,718959874.1743391594,mobile,iOS,WEB,Sydney,Chrome,cpc,Apple,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1159684137.1743505008,desktop,Windows,WEB,Sydney,Edge,cpc,Microsoft,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1230062232.1708650877,desktop,Windows,WEB,Brisbane,Chrome,cpc,Google,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,774341212.1743057319,desktop,Windows,WEB,Brisbane,Edge,cpc,Microsoft,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,916210453.1743461374,mobile,Android,WEB,Melbourne,Chrome,cpc,Samsung,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1117758468.1743421344,desktop,Macintosh,WEB,Melbourne,Chrome,cpc,Apple,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1535681310.1743450054,mobile,Android,WEB,Adelaide,Samsung Internet,cpc,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1034897992.1743428749,mobile,Android,WEB,Perth,Chrome,cpc,Nokia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1918184774.1743803175,desktop,Windows,WEB,Melbourne,Chrome,(none),Google,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1838579369.1743805335,mobile,Android,WEB,Sydney,Chrome,organic,Samsung,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1369319026.1743817350,desktop,Windows,WEB,Sydney,Chrome,organic,Google,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1729595747.1743829543,mobile,iOS,WEB,Brisbane,Safari,referral,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,974211774.1743855678,desktop,Windows,WEB,Multan,Chrome,referral,Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,692159514.1743820841,desktop,Macintosh,WEB,Adelaide,Safari,cpc,Apple,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137255525.1743818640,mobile,iOS,WEB,Perth,Safari,cpc,Apple,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,438796687.1743835640,mobile,iOS,WEB,Crafers - Bridgewater,Chrome,cpc,Apple,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1801000978.1743841719,desktop,Windows,WEB,Melbourne,Chrome,cpc,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,535189929.1743988265,desktop,Windows,WEB,Sydney,Edge,(none),Microsoft,12,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10664663.1743996434,desktop,Windows,WEB,Sydney,Chrome,(none),Google,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,196207641.1743982848,mobile,iOS,WEB,Melbourne,Safari,(none),Apple,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,326303045.1717473266,desktop,Windows,WEB,Melbourne,Edge,(none),Microsoft,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,317780647.1744014513,desktop,Linux,WEB,Sydney,Chrome,(none),Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1840518633.1743980717,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,964544214.1742170439,desktop,Windows,WEB,Sydney,Edge,organic,Microsoft,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1150715168.1744022955,mobile,iOS,WEB,Tamworth,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1558329411.1743976159,mobile,iOS,WEB,Bowral - Mittagong,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,921381018.1727747203,desktop,Windows,WEB,Melbourne,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1691351107.1743979164,mobile,iOS,WEB,Melbourne,Chrome,organic,Apple,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1858553561.1743988064,desktop,Windows,WEB,Sydney,Edge,organic,Microsoft,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,915310319.1744019523,mobile,iOS,WEB,Dundalk,Chrome,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,238100512.1743990876,desktop,Windows,WEB,Sydney,Edge,organic,Microsoft,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1233912474.1738809344,desktop,Windows,WEB,Sydney,Chrome,organic,Google,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,433781513.1743974023,mobile,Android,WEB,Melbourne,Chrome,referral,Samsung,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1240117174.1744031495,mobile,Android,WEB,Amsterdam,Chrome,cpc,Vivo,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,935149333.1743923051,mobile,iOS,WEB,Melbourne,Safari,cpc,Apple,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1278295512.1744007063,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1618356155.1743986782,desktop,Windows,WEB,Sydney,Edge,cpc,Microsoft,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1471514668.1743989386,desktop,Macintosh,WEB,Sydney,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1711635094.1744007522,desktop,Windows,WEB,Melbourne,Edge,cpc,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1335516958.1744019312,mobile,Android,WEB,Adelaide,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1567691817.1743991923,mobile,iOS,WEB,Eden,Safari,cpc,Apple,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6230307.1743658622,desktop,Macintosh,WEB,Sydney,Chrome,(none),Apple,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,335983166.1743723266,desktop,Windows,WEB,Canberra,Chrome,(none),Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,381381253.1725422928,desktop,Windows,WEB,Melbourne,Chrome,(none),Google,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,461490468.1743719678,desktop,Windows,WEB,Hobart,Chrome,(none),Google,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,82192615.1743649229,desktop,Windows,WEB,Melbourne,Chrome,,Google,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,566773170.1743751859,desktop,Windows,WEB,Cape Town,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1643523762.1743723414,desktop,Macintosh,WEB,Melton,Safari,organic,Apple,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1601968541.1741300556,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1842886702.1712536857,desktop,Windows,WEB,Brisbane,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,936314855.1743739155,desktop,Windows,WEB,Townsville,Chrome,cpc,Google,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,807867869.1743760101,desktop,Windows,WEB,Brisbane,Chrome,cpc,Google,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1448093765.1743739338,mobile,iOS,WEB,Moruya,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,765592997.1743724644,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1035197428.1743725632,desktop,Windows,WEB,Melbourne,Chrome,cpc,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1996529695.1743716889,mobile,Android,WEB,Bega,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,412321747.1743862047,mobile,Android,WEB,Adelaide,Chrome,(none),Samsung,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1542431230.1743877821,desktop,Linux,WEB,Sydney,Chrome,(none),Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,298001948.1743933943,desktop,Macintosh,WEB,Bundaberg,Safari,cpc,Apple,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1696766792.1743931652,mobile,iOS,WEB,Albury,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980829909.1744522986,mobile,iOS,WEB,Newcastle,Safari,(none),Apple,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61100786.1744507841,mobile,Android,WEB,Brisbane,Chrome,organic,OPPO,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1110900374.1744504338,mobile,iOS,WEB,Sydney,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1440469509.1744526713,mobile,Android,WEB,Brisbane,Edge,referral,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1332593436.1744497201,desktop,Macintosh,WEB,Sydney,Chrome,referral,Apple,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2063150403.1744535249,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1020376619.1744536044,desktop,Macintosh,WEB,Sydney,Edge,cpc,Apple,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,978518718.1744523170,mobile,Android,WEB,Brisbane,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2096431526.1744544852,desktop,Windows,WEB,Canberra,Edge,cpc,Microsoft,5,3,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129884183.1743552331,mobile,iOS,WEB,Sydney,Chrome,(none),Apple,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1830617091.1743562103,mobile,iOS,WEB,Brisbane,Safari,(none),Apple,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,949988979.1743573424,mobile,iOS,WEB,Sydney,Safari,organic,Apple,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,330523698.1743578755,mobile,iOS,WEB,Melbourne,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,804133674.1743593259,mobile,iOS,WEB,Adelaide,Safari,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,645960923.1743543214,mobile,iOS,WEB,Shepparton - Mooroopna,Safari,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,582560460.1743572350,mobile,iOS,WEB,Sydney,Chrome,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1190976371.1743537199,mobile,Android,WEB,Sydney,Samsung Internet,cpc,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1603580374.1743536532,mobile,Android,WEB,Melbourne,Chrome,organic,Motorola,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2064361634.1743582809,desktop,Windows,WEB,Perth,Chrome,(none),Google,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2142240544.1743571912,desktop,Windows,WEB,Perth,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1046784892.1743573314,desktop,Windows,WEB,Sydney,Chrome,organic,Google,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,239247828.1743546798,desktop,Windows,WEB,Sydney,Chrome,organic,Google,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1029785427.1743569691,desktop,Windows,WEB,Brisbane,Edge,cpc,Microsoft,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1750809197.1743575834,desktop,Macintosh,WEB,Sydney,Chrome,(none),Apple,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1397047132.1743290429,desktop,Macintosh,WEB,Canberra,Safari,organic,Apple,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1291840022.1744069243,mobile,iOS,WEB,Sydney,Safari,(none),Apple,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137281999.1744105831,desktop,Windows,WEB,Wollongong,Edge,(none),Microsoft,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,499975461.1744085341,desktop,Windows,WEB,,Chrome,(none),Google,4,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1746955199.1744062701,desktop,Windows,WEB,Sydney,Chrome,(none),Google,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1678090735.1744079950,desktop,Windows,WEB,Hobart,Chrome,(none),Google,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,250108555.1740104589,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,356089435.1687231909,desktop,Macintosh,WEB,Sydney,Chrome,organic,Apple,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,370128402.1744104504,desktop,Chrome OS,WEB,Vijayawada,Chrome,organic,Google,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1100650398.1744109645,mobile,iOS,WEB,Kununurra,Safari,organic,Apple,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,807082917.1744089815,mobile,Android,WEB,Melbourne,Chrome,organic,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1462430793.1744098990,desktop,Windows,WEB,Brisbane,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,954780343.1744112407,desktop,Windows,WEB,Bhubaneswar,Chrome,referral,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2030546570.1743488522,desktop,Windows,WEB,Melbourne,Chrome,referral,Google,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2014768290.1744094080,mobile,iOS,WEB,Grafton,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130260126.1744096384,desktop,Windows,WEB,Brisbane,Chrome,cpc,Google,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180698592.1744094687,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1413397817.1744058769,mobile,iOS,WEB,Sydney,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1607694602.1744062033,mobile,iOS,WEB,Wollongong,Safari,cpc,Apple,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120178970.1744086556,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2010638027.1744079373,mobile,iOS,WEB,Newcastle,Safari,cpc,Apple,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1351455866.1743627239,mobile,iOS,WEB,Adelaide,Safari,(none),Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1566571626.1743554172,desktop,Windows,WEB,Chiyoda City,Edge,organic,Microsoft,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,400337836.1743675088,mobile,iOS,WEB,Perth,Chrome,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1102282042.1743659776,mobile,iOS,WEB,Sydney,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1259180570.1743659311,desktop,Windows,WEB,Sydney,Edge,(none),Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,442451092.1727320200,desktop,Windows,WEB,Sydney,Edge,(none),Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1905966365.1721783095,desktop,Windows,WEB,Sydney,Edge,organic,Microsoft,13,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,576123255.1743646833,desktop,Windows,WEB,Sydney,Edge,cpc,Microsoft,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1583600590.1743621326,desktop,Macintosh,WEB,Toronto,Chrome,organic,Apple,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1504114798.1743645195,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,287402376.1740531003,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2136211030.1743635055,desktop,Windows,WEB,Melbourne,Chrome,cpc,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,565815890.1743651111,desktop,Windows,WEB,Perth,Chrome,cpc,Google,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1681105778.1744382310,desktop,Macintosh,WEB,Sydney,Chrome,(none),Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47488186.1744434898,desktop,Macintosh,WEB,Hillcrest,Safari,(none),Apple,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,907521138.1744428438,desktop,Windows,WEB,Sydney,Chrome,referral,Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1048258632.1744420045,mobile,Android,WEB,Adelaide,Chrome,cpc,Motorola,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,387000917.1744421459,mobile,Android,WEB,Maiden Gully,Chrome,cpc,Samsung,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166609778.1744439643,mobile,Android,WEB,Melbourne,Chrome,cpc,Xiaomi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1805250055.1744455934,mobile,Android,WEB,Adelaide,Chrome,cpc,Google,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1392833156.1744609876,desktop,Windows,WEB,Sydney,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,394989175.1744610017,desktop,Windows,WEB,Melbourne,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
