conversion_flag,user_pseudo_id,device_category,operating_system,platform,city,browser,traffic_source,device_brand,cnt_page_views,cnt_sessions,cnt_site_search,cnt_download,cnt_form_step,cnt_form_step_life_plan,cnt_form_step_income_protection,cnt_form_step_duty_of_disclosure,cnt_form_step_personal_details,cnt_form_step_additional_information,cnt_form_step_assessment_summary,cnt_form_step_policy_owner_details,cnt_form_step_commencement_commissions,cnt_form_step_policy_declaration,cnt_form_step_medical_consent,cnt_form_step_submission_instructions,cnt_form_step_submit_application,cnt_form_step_standalone_ci
0,2037363279.1744696229,desktop,Windows,WEB,Canberra,Chrome,(none),Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,488494129.1744718126,mobile,Android,WEB,Ashburn,Android Webview,referral,Samsung,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124903930.1744722365,mobile,iOS,WEB,Sydney,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,963836398.1744705931,desktop,Windows,WEB,London,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220362418.1744699691,desktop,Windows,WEB,Perth,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1530249368.1744690940,mobile,Android,WEB,Sydney,Chrome,(none),Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2039894058.1744668552,mobile,Android,WEB,Melbourne,Chrome,referral,Samsung,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1283178642.1744679162,mobile,Android,WEB,Perth,Chrome,referral,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36896717.1744685019,desktop,Windows,WEB,Sydney,Chrome,(none),Google,9,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1935863598.1744674802,desktop,Windows,WEB,Sydney,Chrome,organic,Google,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1829906079.1742260923,desktop,Windows,WEB,Sydney,Chrome,(none),Google,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1589293539.1744679148,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,429409351.1744632078,desktop,Macintosh,WEB,Sydney,Chrome,cpc,Apple,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1916926763.1744673696,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2032068399.1744675711,mobile,iOS,WEB,Dubbo,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1736407645.1744674033,mobile,iOS,WEB,Melbourne,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1784291339.1745177702,mobile,iOS,WEB,Auckland,Safari,organic,Apple,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1255748770.1745189842,desktop,Macintosh,WEB,Sydney,Edge,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2073897072.1745230777,tablet,Android,WEB,Sydney,Samsung Internet,cpc,Samsung,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,685897085.1745194837,desktop,Linux,WEB,Adelaide,Chrome,cpc,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1535887941.1745236138,mobile,Android,WEB,Sydney,Chrome,Data Not Available,Samsung,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,540888674.1745213150,mobile,Android,WEB,Sydney,Firefox,cpc,Mozilla,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1166548602.1745237662,mobile,Android,WEB,Brisbane,Firefox,referral,Mozilla,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1883290532.1745233448,mobile,Android,WEB,Algiers,Chrome,organic,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2030183596.1745225804,mobile,Android,WEB,Sydney,Chrome,cpc,OPPO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1484491404.1745189962,mobile,Android,WEB,Townsville,Chrome,cpc,Samsung,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130606879.1745204108,desktop,Macintosh,WEB,Matsue,Safari,organic,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1212991721.1745184326,desktop,Windows,WEB,Melbourne,Edge,(none),Microsoft,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1414763485.1745230458,desktop,Windows,WEB,Brisbane,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1906616751.1745239863,mobile,iOS,WEB,Melbourne,Safari,cpc,Apple,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,908595773.1745226809,mobile,iOS,WEB,Parkes,Safari,(none),Apple,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1943492706.1745213468,mobile,iOS,WEB,Melbourne,Safari,(none),Apple,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89347951.1745216288,mobile,iOS,WEB,Melbourne,Chrome,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,710999352.1744985825,mobile,Android,WEB,Sydney,Android Webview,cpc,Vivo,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,914828773.1745047087,desktop,Macintosh,WEB,Sydney,Chrome,cpc,Apple,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1178656830.1745051452,mobile,Android,WEB,Geelong,Chrome,cpc,Cubot,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,248422301.1745040636,desktop,Macintosh,WEB,Sydney,Chrome,cpc,Apple,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1726581906.1745044488,mobile,iOS,WEB,Perth,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,996049943.1745048572,mobile,iOS,WEB,Sydney,Safari,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,818844508.1744959194,mobile,iOS,WEB,Sydney,Chrome,cpc,Apple,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1067163086.1744969560,mobile,Android,WEB,Melbourne,Samsung Internet,cpc,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1189774958.1744899603,mobile,Android,WEB,Sydney,Android Webview,cpc,Vivo,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1353193362.1744927507,mobile,Android,WEB,Brisbane,Chrome,(none),Samsung,34,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,93395941.1744943110,desktop,Macintosh,WEB,Rockhampton,Safari,cpc,Apple,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,451127172.1744945541,mobile,iOS,WEB,Moruya,Safari,cpc,Apple,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233846650.1744931643,mobile,iOS,WEB,Shepparton - Mooroopna,Safari,organic,Apple,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1236783230.1744853524,desktop,Windows,WEB,Sydney,Edge,(none),Microsoft,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1046421032.1744861032,desktop,Windows,WEB,Singapore,Edge,organic,Microsoft,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,432452884.1744856465,mobile,Android,WEB,Townsville,Chrome,cpc,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,194101022.1744854964,mobile,Android,WEB,Brisbane,Chrome,organic,Samsung,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3420518.1738678521,mobile,Android,WEB,Brisbane,Chrome,cpc,Samsung,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1888145374.1744893720,mobile,Android,WEB,Wollongong,Chrome,cpc,OPPO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1851447476.1744812010,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,374382666.1744881319,mobile,iOS,WEB,Perth,Chrome,(none),Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1239236888.1744875245,mobile,iOS,WEB,Adelaide,Chrome,(none),Apple,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1707054394.1744869202,desktop,Windows,WEB,Sydney,Chrome,(none),Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,824757204.1744845385,desktop,Windows,WEB,Sydney,Chrome,(none),Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1519649539.1744861466,desktop,Windows,WEB,Sydney,Chrome,organic,Google,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,420007603.1744852250,desktop,Windows,WEB,Sydney,Chrome,paid,Google,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,304626961.1742417347,desktop,Macintosh,WEB,Brisbane,Safari,(none),Apple,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,850479137.1744845312,mobile,iOS,WEB,Toowoomba,Safari,(none),Apple,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,837541200.1744864033,mobile,Android,WEB,Melbourne,Samsung Internet,cpc,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,304457253.1744795480,desktop,Linux,WEB,Ashburn,Chrome,(none),Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1753809979.1744768520,desktop,Windows,WEB,Perth,Chrome,organic,Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,666694286.1740884732,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1592466556.1744785085,mobile,iOS,WEB,Bundaberg,Safari (in-app),cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,418535101.1744773052,desktop,Windows,WEB,Melbourne,Edge,organic,Microsoft,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1338612875.1738797451,desktop,Windows,WEB,Melbourne,Edge,organic,Microsoft,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1896244843.1744776226,desktop,Windows,WEB,Perth,Edge,cpc,Microsoft,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,224651354.1744797449,desktop,Windows,WEB,Canberra,Chrome,(none),Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,332642870.1744804500,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1832909222.1744805607,mobile,Android,WEB,Perth,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1050369906.1733034850,desktop,Windows,WEB,Gold Coast,Chrome,organic,Google,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2023259869.1744776004,desktop,Windows,WEB,Canberra,Chrome,organic,Google,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,794498524.1744799935,mobile,iOS,WEB,Bowral - Mittagong,Safari,(none),Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1189575752.1744782882,mobile,iOS,WEB,Forbes,Safari,(none),Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1269942170.1744779168,mobile,iOS,WEB,Parkes,Safari,(none),Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1744897528.1744779720,mobile,iOS,WEB,Moruya,Safari,(none),Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1658710035.1743035310,mobile,iOS,WEB,Brisbane,Safari,organic,Apple,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,474817020.1744750257,mobile,iOS,WEB,Brisbane,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1764391808.1744797874,desktop,Macintosh,WEB,Melbourne,Safari,organic,Apple,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1872582978.1744776946,mobile,Android,WEB,Adelaide,Samsung Internet,(none),,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1191634908.1744559595,desktop,Linux,WEB,Sydney,Chrome,(none),Google,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1054127111.1744606483,desktop,Windows,WEB,Brisbane,Edge,(none),Microsoft,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22440566.1744588832,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2085518383.1744158237,desktop,Windows,WEB,Melbourne,Edge,(none),Microsoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1086138883.1744595185,desktop,Windows,WEB,Sydney,Chrome,(none),Google,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,240542899.1744583662,mobile,Android,WEB,Melbourne,Chrome,organic,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1554375339.1744620591,mobile,Android,WEB,Brisbane,Chrome,organic,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,872232144.1744589047,desktop,Windows,WEB,Sydney,Chrome,(none),Google,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2074189796.1744592938,desktop,Windows,WEB,Brisbane,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1649647757.1744612727,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,777076055.1744586337,desktop,Windows,WEB,Sydney,Chrome,organic,Google,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1838775345.1744591158,desktop,Windows,WEB,Sydney,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160905693.1744607476,mobile,iOS,WEB,Central Coast,Safari,(none),Apple,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135595752.1744593201,mobile,Android,WEB,Brisbane,Samsung Internet,organic,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1543375463.1744620777,mobile,Android,WEB,Sydney,Samsung Internet,organic,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101631520.1744610533,desktop,Windows,WEB,Melbourne,Chrome,cpc,Google,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1239323658.1744594557,mobile,Android,WEB,Adelaide,Chrome,cpc,OPPO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1948273577.1744599536,desktop,Windows,WEB,Melbourne,Edge,cpc,Microsoft,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,427309465.1745125132,mobile,iOS,WEB,Hobart,Safari,referral,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40776539.1744691218,mobile,Android,WEB,Adelaide,Chrome,(none),Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1131073266.1717031200,desktop,Windows,WEB,Perth,Chrome,organic,Google,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1920012683.1744695241,desktop,Windows,WEB,Melbourne,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137310959.1744646993,mobile,iOS,WEB,Nuriootpa,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,514858171.1744285426,desktop,Macintosh,WEB,Brisbane,Chrome,(none),Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,649337739.1743653493,desktop,Macintosh,WEB,Sydney,Chrome,organic,Apple,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1570206209.1744669137,desktop,Windows,WEB,Perth,Edge,cpc,Microsoft,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19909701.1744685934,desktop,Windows,WEB,Sydney,Edge,cpc,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1779474447.1744719442,desktop,Windows,WEB,Perth,Edge,(none),Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1710574125.1744697211,desktop,Windows,WEB,Melbourne,Edge,organic,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1039451818.1744693898,desktop,Windows,WEB,Sydney,Edge,referral,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150991342.1744691638,tablet,iOS,WEB,Adelaide,Chrome,(none),Apple,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2107838851.1744724151,desktop,Windows,WEB,Sydney,Chrome,(none),Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,546595740.1744693298,desktop,Windows,WEB,Melbourne,Chrome,(none),Google,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,420876493.1744682993,desktop,Windows,WEB,Perth,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1714393508.1744695988,desktop,Windows,WEB,Redland Bay,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,624126388.1744674414,desktop,Windows,WEB,Sydney,Chrome,organic,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58481156.1741562112,desktop,Windows,WEB,Sydney,Chrome,organic,Google,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1186341175.1744621730,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,717077958.1744598781,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1621035722.1744697722,desktop,Macintosh,WEB,Bowen,Safari,(none),Apple,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35414007.1744641343,mobile,iOS,WEB,Perth,Safari,(none),Apple,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,353350034.1744665909,mobile,iOS,WEB,Kununurra,Safari,cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,594540355.1744685703,mobile,Android,WEB,Sydney,Samsung Internet,cpc,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1642658538.1745189840,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200713303.1745194620,mobile,Android,WEB,Sydney,Samsung Internet,organic,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1661797435.1745238667,mobile,Android,WEB,Melbourne,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1798359735.1745190448,mobile,Android,WEB,Sydney,Chrome,cpc,Motorola,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1523348142.1745232603,mobile,Android,WEB,Brisbane,Firefox,cpc,Mozilla,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1535591527.1745198784,mobile,Android,WEB,Melbourne,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,363327487.1745239157,mobile,Android,WEB,Sydney,Chrome,cpc,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1125853373.1744636315,mobile,Android,WEB,Melbourne,Chrome,organic,Google,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,941397273.1745160773,desktop,Macintosh,WEB,Hobart,Safari,(none),Apple,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2049213086.1745222513,desktop,Macintosh,WEB,Melbourne,Firefox,cpc,Apple,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,754072943.1745224893,desktop,Windows,WEB,Brisbane,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1286522223.1745231455,desktop,Windows,WEB,Chennai,Edge,(none),Microsoft,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1360240956.1745054842,desktop,Linux,WEB,Brisbane,Chrome,cpc,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,594184879.1745022624,desktop,Windows,WEB,Adelaide,Edge,cpc,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1156991109.1745030734,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1072725827.1715203503,desktop,Windows,WEB,Brisbane,Chrome,cpc,Google,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,143177816.1745036237,desktop,Windows,WEB,Chennai,Chrome,(none),Google,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1744519541.1745023709,mobile,iOS,WEB,Sydney,Safari,(none),Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,331863478.1745041884,mobile,iOS,WEB,Hobart,Safari,(none),Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,708156346.1745049320,mobile,iOS,WEB,Gladstone,Safari,cpc,Apple,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,172190244.1745043242,mobile,iOS,WEB,Sydney,Safari,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20554532.1744972521,desktop,Macintosh,WEB,,Chrome,paid,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,555487559.1744925704,mobile,Android,WEB,Brisbane,Chrome,cpc,Samsung,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,850188387.1744967834,desktop,Windows,WEB,Melbourne,Edge,(none),Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1977907648.1714349974,desktop,Windows,WEB,Brisbane,Firefox,cpc,Mozilla,4,5,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2
0,830038443.1744953230,desktop,Windows,WEB,Melbourne,Chrome,referral,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,747171026.1744923010,desktop,Windows,WEB,Sydney,Chrome,cpc,Google,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1984607003.1744938679,mobile,iOS,WEB,Hobart,Safari,cpc,Apple,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81974678.1744931539,mobile,iOS,WEB,Ballarat,Safari,cpc,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1484576155.1744977407,mobile,iOS,WEB,Brisbane,Safari (in-app),cpc,Apple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,748629957.1744814540,mobile,Android,WEB,Perth,Chrome,Data Not Available,OnePlus,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980822484.1744855676,desktop,Windows,WEB,Perth,Edge,(none),Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,825795442.1744845920,desktop,Windows,WEB,Melbourne,Edge,(none),Microsoft,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1692240895.1727940658,desktop,Windows,WEB,Sydney,Edge,(none),Microsoft,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,847054876.1744870530,desktop,Windows,WEB,Sydney,Edge,referral,Microsoft,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,686194929.1744845955,mobile,Android,WEB,Melbourne,Chrome,organic,Samsung,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1975397655.1744846065,desktop,Windows,WEB,Toowoomba,Chrome,organic,Google,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1988740584.1744864631,desktop,Windows,WEB,Sydney,Chrome,organic,Google,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1357599006.1744834501,desktop,Windows,WEB,Cebu City,Chrome,organic,Google,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
